interf_type,anchor_Q1,anchor_Q3,anchor_accession,anchor_name,interf_accession,interf_name,source_area,source_rt,interf_area,interf_rt,transition_similarity,transition_ratio
isotope,153,109,HMDB0029666,"2,4-Dihydroxybenzoic acid",HMDB0001476,3-Hydroxyanthranilic acid,1003117.37113993,8.165,57028.841882385,8.165,0.998352237829866,0.05685161
isomer,152,108,HMDB0001476,3-Hydroxyanthranilic acid,HMDB0304941,3-Amino-4-hydroxybenzoic acid,198398.696507368,9.287,1274342.83630144,9.317,0.998323696837239,6.423141
isotope,176.1,130,HMDB0000197,Indoleacetic acid,HMDB0028854,Glycylvaline,704006.66905475,8.006,75235.5148166998,8.038,0.998301841393887,0.1068676
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000201,L-Acetylcarnitine,18069668.7874803,7.078,76581.3364702908,7.078,0.998277810946882,0.004238115
isotope,138.1,92,HMDB0000875,Trigonelline,HMDB0000699,1-Methylnicotinamide,15579497.5568146,9.704,113294.231948843,9.736,0.998224526925582,0.007272008
isotope,147,103,HMDB0000567,Cinnamic acid,HMDB0000148,L-Glutamic acid,386448.182408551,9.832,26633.2225877026,9.83,0.998200970494704,0.06891797
fragment,147.1,84,HMDB0000182,L-Lysine,HMDB0000446,N-alpha-Acetyl-L-lysine,3933153.20765243,9.223,199623.013224206,9.223,0.998200000337695,0.05075394
isotope,190.1,130,HMDB0029738,Indole-3-methyl acetate,HMDB0000446,N-alpha-Acetyl-L-lysine,3933153.20765243,9.223,35118.8527654248,9.223,0.998188620014818,0.008928931
isotope,160,116,HMDB0003320,Indole-3-carboxylic acid,HMDB0002441,"3,3-Dimethylglutaric acid",10302152.1021002,4.321,850795.327255338,4.321,0.998175523124331,0.08258423
isobar,173,85,HMDB0000072,cis-Aconitic acid,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,10201.3591263617,9.317,0.998175247286014,0.007599221
isobar,120,74,HMDB0001147,Aminomalonic acid,HMDB0000167,L-Threonine,83636.0476708259,9.095,185748.745109925,9.095,0.998140332086086,2.220917
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000167,L-Threonine,83636.0476708259,9.095,32064.4384406842,9.095,0.998131021907822,0.3833806
isomer,151,107,HMDB0004815,4-Hydroxy-3-methylbenzoic acid,HMDB0000669,ortho-Hydroxyphenylacetic acid,13868641.6543864,3.265,13282894.6475437,3.265,0.998116065459543,0.9577646
fragment,147.1,84,HMDB0000641,L-Glutamine,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,49377.3962753359,8.199,0.998068932847889,0.05628422
fragment,75,45,HMDB0000115,Glycolic acid,HMDB0000943,Threonic acid,1637810.15804655,9.125,8377.51280243143,9.125,0.998067751146719,0.00511507
fragment,189.1,144,HMDB0000670,Homo-L-arginine,HMDB0000929,L-Tryptophan,1077472.65566191,7.462,60547.1827600695,7.43,0.99806433123426,0.05619371
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0003070,Shikimic acid,269267.925351815,9.574,110493.084901387,9.574,0.998050417540989,0.4103463
isobar,149.1,105,HMDB0000764,Hydrocinnamic acid,HMDB0001587,Phenylglyoxylic acid,8033626.4239533,3.361,208880.084909565,3.361,0.998048277650669,0.02600072
fragment,186.1,142,HMDB0000734,Indoleacrylic acid,HMDB0000929,L-Tryptophan,1077472.65566191,7.462,13097.480450583,7.46,0.998004046803778,0.01215574
isobar,189.1,130,HMDB0006029,N-Acetylglutamine,HMDB0000206,N6-Acetyl-L-lysine,2921185.43370404,8.327,43033.5445671992,8.327,0.997992060631546,0.01473153
isotope,190.1,84,HMDB0001138,N-Acetyl-L-glutamic acid,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,89977.9808108259,13.707,0.997985361286675,0.04934647
isobar,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0000875,Trigonelline,2117715.386385,7.302,87322.1931747805,7.302,0.997926883772592,0.04123415
isomer,115,71,HMDB0000720,Levulinic acid,HMDB0000019,alpha-Ketoisovaleric acid,202100.799686421,3.553,110267.255320993,3.553,0.997915478131447,0.5456052
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0003334,Symmetric dimethylarginine,6691674.1105779,11.849,94908.8909628643,11.849,0.997890149265109,0.01418313
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000072,cis-Aconitic acid,2536588.9350734,12.04,423364.576504039,12.072,0.997888192528009,0.1669031
fragment,157,113,HMDB0000528,"4,5-Dihydroorotic acid",HMDB0031193,"1,2,3-Propanetricarboxylic acid",970677.179959814,12.232,320314.6225414,12.232,0.997885326659934,0.3299909
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0003431,L-Histidinol,4666170.8756277,10.633,80860.597143749,10.633,0.997854469021004,0.017329110000000002
isotope,176.1,70,HMDB0000904,Citrulline,HMDB0000517,L-Arginine,3267154.52540262,13.771,111371.408854666,13.771,0.997850416318499,0.0340882
isotope,190.1,84,HMDB0001138,N-Acetyl-L-glutamic acid,HMDB0000446,N-alpha-Acetyl-L-lysine,3933153.20765243,9.223,107217.747052946,9.223,0.997686811659837,0.02726
isotope,176.1,70,HMDB0000904,Citrulline,HMDB0000517,L-Arginine,2489987.70941439,13.771,90040.4541573234,13.771,0.997639738192104,0.036161
isobar,132.1,90,HMDB0000064,Creatine,HMDB0000766,N-Acetyl-L-alanine,1432084.36061093,7.14,254195.692758402,7.142,0.997618934316716,0.1775005
isotope,160,116,HMDB0002285,2-Indolecarboxylic acid,HMDB0002441,"3,3-Dimethylglutaric acid",10302152.1021002,4.321,149035.465054691,4.321,0.997605669338242,0.01446644
fragment,142.1,81,HMDB0003431,L-Histidinol,HMDB0247418,8-Aminooctanoic acid,154792.038587829,8.519,26958.1060392304,8.519,0.997603571544265,0.1741569
isobar,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000134,Fumaric acid,26898.7968607357,11.047,32009.363184771,11.047,0.997594862449271,1.189992
fragment,160,116,HMDB0002285,2-Indolecarboxylic acid,HMDB0000881,Xanthurenic acid,2480888.18906771,7.524,531433.860920169,7.524,0.997584750088097,0.2142111
isobar,176.1,130,HMDB0000197,Indoleacetic acid,HMDB0000904,Citrulline,958091.400581548,9.672,22553.9369940211,9.672,0.997567993044622,0.02354049
fragment,115,71,HMDB0000176,Maleic acid,HMDB0000156,Malic acid,1968714.62126336,10.983,110928.763294051,10.983,0.997567678369496,0.05634578
isomer,154,80,HMDB0304941,3-Amino-4-hydroxybenzoic acid,HMDB0001476,3-Hydroxyanthranilic acid,1003117.37113993,8.165,236438.673795027,8.135,0.997562941711665,0.2357039
fragment,125,79,HMDB0013674,"1,2,3-Trihydroxybenzene",HMDB0012209,Diethylphosphate,15320041.1286669,4.289,4488355.01511278,4.321,0.997499387113097,0.2929728
isobar,175.1,70,HMDB0000517,L-Arginine,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,51560.5337946903,8.583,0.997497795747113,0.1175058
isotope,153,109,HMDB0029666,"2,4-Dihydroxybenzoic acid",HMDB0304941,3-Amino-4-hydroxybenzoic acid,198398.696507368,9.287,59091.1613930588,9.285,0.997474173873237,0.2978405
isobar,115,71,HMDB0000720,Levulinic acid,HMDB0000134,Fumaric acid,26898.7968607357,11.047,17280.5963821666,11.047,0.997448322384799,0.6424301
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0003334,Symmetric dimethylarginine,6691674.1105779,11.849,80777.5892989044,11.849,0.997438894810732,0.01207136
isobar,170,124,HMDB0002757,Cysteic acid,HMDB0000239,Pyridoxine,8116396.91251641,3.395,39966.2752580773,3.395,0.997433062411046,0.00492414
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0000191,L-Aspartic acid,1059200.95737801,9.958,31849.1119520799,9.958,0.997389028426577,0.030069
isotope,132,88,HMDB0000191,L-Aspartic acid,HMDB0011733,Glycyl-glycine,330565.387899828,9.317,14556.5006088058,9.317,0.997387551131089,0.04403516
fragment,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0001138,N-Acetyl-L-glutamic acid,544893.864672338,10.12,116099.012135421,10.12,0.997382047026387,0.2130672
fragment,144.1,102,HMDB0003681,4-Acetamidobutanoic acid,HMDB0000715,Kynurenic acid,14589164.6343097,4.964,42870.0183814389,4.962,0.9973775478267,0.002938483
isomer,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0029738,Indole-3-methyl acetate,6073068.9635752,1.826,5973732.05467557,1.826,0.997368803892104,0.983643
fragment,155,111,HMDB0000226,Orotic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,80266.2024247075,12.552,0.997331324203762,0.2501115
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000679,Homocitrulline,345302.326537134,9.351,18035.3849794963,9.351,0.997280264128298,0.05223071
isomer,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0002393,N-Methyl-D-aspartic acid,556131.269108391,9.287,38819.1929500903,9.287,0.997262729465056,0.06980221
fragment,147.1,84,HMDB0000182,L-Lysine,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,52644.7665345767,8.199,0.997261856452324,0.06000863
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000050,Adenosine,13175678.0024158,4.868,520783.712630736,4.868,0.997187638858202,0.03952614
fragment,147,103,HMDB0000567,Cinnamic acid,HMDB0033752,3-(2-Hydroxyphenyl)propanoic acid,9713153.10608123,3.393,21591.9898514657,3.393,0.997176408505735,0.002222964
fragment,160,116,HMDB0003320,Indole-3-carboxylic acid,HMDB0000881,Xanthurenic acid,2480888.18906771,7.524,446654.549790111,7.524,0.997131355021504,0.1800382
isobar,180.1,162,HMDB0001514,Glucosamine,HMDB0000714,Hippuric acid,2165740.66333001,4.804,46599.4107140898,4.804,0.997121718278154,0.02151662
fragment,170.1,134,HMDB0000239,Pyridoxine,HMDB0001885,3-Chlorotyrosine,422331.068053583,7.75,147346.447827116,7.75,0.997120008591769,0.3488885
isobar,149.1,105,HMDB0011743,2-Phenylpropionate,HMDB0001587,Phenylglyoxylic acid,8033626.4239533,3.361,244322.408300009,3.361,0.99711638286854,0.03041247
isotope,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,11741.0286855271,8.199,0.99709134617049,0.01338334
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0001476,3-Hydroxyanthranilic acid,1003117.37113993,8.165,21624.1606918699,8.165,0.997012137885546,0.02155696
fragment,138.1,92,HMDB0000875,Trigonelline,HMDB0000073,Dopamine,307304.972424891,11.337,58670.5449913769,11.337,0.99695638390295,0.1909196
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0000156,Malic acid,1968714.62126336,10.983,105485.003318162,10.983,0.996950699311182,0.05358065
isotope,190.1,84,HMDB0001138,N-Acetyl-L-glutamic acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,16056.3937755477,8.199,0.996912172280414,0.01830233
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000101,Deoxyadenosine,6521453.70988743,3.971,1330748.23884795,3.971,0.996895624800158,0.204057
isomer,159.1,97,HMDB0000857,Pimelic acid,HMDB0002441,"3,3-Dimethylglutaric acid",10302152.1021002,4.321,114646.162629211,4.321,0.996893892601358,0.01112837
fragment,106,60,HMDB0000187,L(D)-Serine,HMDB0003011,O-Acetylserine,203892.209371965,7.75,71060.8413197687,7.75,0.996874408893767,0.3485216
isotope,190.1,130,HMDB0029738,Indole-3-methyl acetate,HMDB0000670,Homo-L-arginine,1666381.08443098,13.707,7249.92030858993,13.707,0.996873902079462,0.004350698
fragment,111,42,HMDB0000300,Uracil,HMDB0000296,Uridine,1494886.7567272,5.41,86501.7564917059,5.41,0.99684135830359,0.05786509
isomer,124,78,HMDB0002243,Picolinic acid,HMDB0060665,Isonicotinic acid,1220558.57879503,6.213,17434.5560044751,6.213,0.996836649103265,0.01428408
fragment,132.1,86,HMDB0000172,L-Isoleucine,HMDB0000759,Glycylleucine,1070059.12169056,7.334,455986.67040668,7.366,0.996825083848106,0.4261322
fragment,104.1,87,HMDB0000112,gamma-Aminobutyric acid,HMDB0003681,4-Acetamidobutanoic acid,922084.706325805,7.268,14673.5307981002,7.27,0.996672021141649,0.01591343
isomer,165.1,121,HMDB0033752,3-(2-Hydroxyphenyl)propanoic acid,HMDB0002199,Desaminotyrosine,85977.6363097683,6.115,28849.4361430393,6.115,0.996647756378209,0.3355458
fragment,89,43,HMDB0000190,L-Lactic acid,HMDB0000156,Malic acid,1968714.62126336,10.983,16043.1879936665,10.983,0.996607362005822,0.008149067
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000239,Pyridoxine,8116396.91251641,3.395,47266.8766492783,3.395,0.996568650709399,0.005823628
fragment,90.1,44,HMDB0000271,Sarcosine,HMDB0000064,Creatine,2958908.89084875,8.903,65839.5322236142,8.903,0.996481179419237,0.02225129
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000962,Lipoamide,229237.111564724,1.986,37143.8907754472,1.986,0.996480231654326,0.1620326
isotope,192.1,74,HMDB0000821,Phenylacetylglycine,HMDB0000193,Isocitric acid,320921.706691454,12.52,13082.6488580044,12.52,0.996465942004569,0.04076586
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000072,cis-Aconitic acid,2536588.9350734,12.04,1019694.94737919,12.072,0.996455435511849,0.4019946
isobar,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0000301,Urocanic acid,2142291.12736683,8.263,311387.248788767,8.261,0.996429731425757,0.1453524
fragment,147,103,HMDB0000567,Cinnamic acid,HMDB0000159,L-Phenylalanine,622475.997837976,6.918,36825.691838185,6.883,0.996423557985311,0.011832004
fragment,114.1,44,HMDB0000562,Creatinine,HMDB0000064,Creatine,2478306.62552632,8.903,10851.2907793765,8.903,0.996411705158396,0.00437851
isobar,170,124,HMDB0002757,Cysteic acid,HMDB0000239,Pyridoxine,9778988.47069235,3.395,52944.4524921644,3.395,0.99641066751466,0.005414103
fragment,90.1,44,HMDB0000271,Sarcosine,HMDB0000766,N-Acetyl-L-alanine,1432084.36061093,7.14,43491.4601070613,7.142,0.996405229216624,0.03036934
isotope,124,80,HMDB0000251,Taurine,HMDB0000873,4-Methylcatechol,233566.865008833,2.112,18026.4576996339,2.112,0.996402355519789,0.077179
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000696,L-Methionine,436596.064737917,7.558,14425.586877816,7.558,0.99627078153757,0.03304104
fragment,124,78,HMDB0002243,Picolinic acid,HMDB0000232,Quinolinic acid,1214786.62243846,10.598,12289.5914993265,10.568,0.996268849712984,0.01011667
isobar,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0000679,Homocitrulline,345302.326537134,9.351,12021.2265950686,9.351,0.996258950627203,0.03481363
isobar,132.1,86,HMDB0000687,L-Leucine,HMDB0000766,N-Acetyl-L-alanine,1432084.36061093,7.14,34901.4324452456,7.142,0.99622805222511,0.02437107
fragment,175.1,70,HMDB0000517,L-Arginine,HMDB0004620,N-a-Acetyl-L-arginine,3758639.66348012,9.063,72378.4633587861,9.063,0.996210871966643,0.01925656
isobar,173.1,58,HMDB0006028,N-Acetylasparagine,HMDB0003070,Shikimic acid,269267.925351815,9.574,9869.8764627939,9.574,0.996210684606775,0.03665448
isomer,101,57,HMDB0000060,Acetoacetic acid,HMDB0000005,2-Ketobutyric acid,51776.5813083806,4.514,43361.8507561981,4.514,0.996146481140366,0.83748
isotope,217.1,158,HMDB0004620,N-a-Acetyl-L-arginine,HMDB0001885,3-Chlorotyrosine,422331.068053583,7.75,18050.1516773127,7.75,0.996129647625182,0.04273934
fragment,133.1,74,HMDB0000168,L-Asparagine,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,34642.0651933811,8.583,0.996114246026477,0.0789488
isobar,115,71,HMDB0000176,Maleic acid,HMDB0000019,alpha-Ketoisovaleric acid,202100.799686421,3.553,121220.969095077,3.553,0.996052713072242,0.5998045
fragment,114.1,44,HMDB0000562,Creatinine,HMDB0000766,N-Acetyl-L-alanine,1432084.36061093,7.14,4027.33141217498,7.11,0.996023689443135,0.002812217
fragment,174.1,128,HMDB0000842,Quinaldic acid,HMDB0000684,L-Kynurenine,536425.91732554,7.11,25403.7894715922,7.11,0.995984971576509,0.0473575
fragment,111,42,HMDB0000300,Uracil,HMDB0000012,Deoxyuridine,846963.692369831,3.809,94667.0702748627,3.809,0.995980921467241,0.1117723
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0003070,Shikimic acid,269267.925351815,9.574,101755.963017805,9.574,0.995973690558717,0.3778986
fragment,204.1,159,HMDB0013318,Tryptophanamide,HMDB0000472,5-Hydroxy-L-tryptophan,709262.035747181,8.839,85542.003822234,8.839,0.995943632170579,0.1206071
isobar,133.1,70,HMDB0000214,Ornithine,HMDB0000168,L-Asparagine,163794.235607809,9.544,14028.2158297331,9.544,0.995930213208201,0.08564536
isomer,115,71,HMDB0000176,Maleic acid,HMDB0000134,Fumaric acid,26898.7968607357,11.047,17357.899819792,11.047,0.995892282453345,0.6453039
isomer,148.1,88,HMDB0002393,N-Methyl-D-aspartic acid,HMDB0003011,O-Acetylserine,203892.209371965,7.75,94751.5384014141,7.75,0.995866178858211,0.4647139
fragment,177,129,HMDB0000150,Gluconolactone,HMDB0000625,Gluconic acid,1109347.29441012,9.606,13721.231898296901,9.606,0.995865695090583,0.01236874
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0001138,N-Acetyl-L-glutamic acid,544893.864672338,10.12,8843.50092163717,10.12,0.995833020797123,0.01622977
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,44024.572792552,9.351,0.995758429893311,0.03279489
fragment,150.1,104,HMDB0000696,L-Methionine,HMDB0000684,L-Kynurenine,536425.91732554,7.11,19382.0371936421,7.11,0.99570765643229,0.03613181
isobar,161,125,HMDB0004811,"2,4-Dichlorophenol",HMDB0000450,5-Hydroxylysine,384913.800592053,13.13,17706.3165223808,13.128,0.995698528614795,0.04600073
isotope,251.1,135,HMDB0000071,Deoxyinosine,HMDB0000101,Deoxyadenosine,6521453.70988743,3.971,76216.7687020667,3.937,0.995641877435092,0.01168708
fragment,90.1,44,HMDB0000161,L(D)-Alanine,HMDB0000766,N-Acetyl-L-alanine,1432084.36061093,7.14,39216.6563299127,7.142,0.995626185248882,0.02738432
fragment,132.1,86,HMDB0000687,L-Leucine,HMDB0000759,Glycylleucine,1070059.12169056,7.334,443626.272735214,7.366,0.995555875936077,0.4145811
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,41266.4008805896,8.199,0.995542098103626,0.04703868
fragment,147.1,84,HMDB0000641,L-Glutamine,HMDB0000206,N6-Acetyl-L-lysine,2921185.43370404,8.327,60698.0858114412,8.327,0.995480552443841,0.02077858
isomer,138.1,92,HMDB0000875,Trigonelline,HMDB0001392,p-Aminobenzoic acid,67830.6519287535,7.428,48845.6201552735,7.43,0.995456137966473,0.7201113
isobar,137,93,HMDB0001895,Salicylic acid,HMDB0000301,Urocanic acid,2142291.12736683,8.263,322219.302361424,8.261,0.995403682755243,0.1504087
fragment,90.1,72,HMDB0000056,beta-Alanine,HMDB0000026,Ureidopropionic acid,67275.1521250718,8.775,12122.9623410975,8.775,0.995356829148043,0.1801997
isobar,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0000301,Urocanic acid,2142291.12736683,8.263,780642.16211508,8.261,0.995350799545006,0.3643959
isobar,145.1,101,HMDB0000752,Methylglutaric acid,HMDB0000641,L-Glutamine,1339403.06696519,9.351,41959.7743777782,9.349,0.995332773802971,0.03132722
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000855,Nicotinamide riboside,11829496.4093719,11.081,6960785.0037171,11.081,0.995263610521854,0.5884261
fragment,147.1,84,HMDB0000641,L-Glutamine,HMDB0006344,Phenylacetylglutamine,11903959.3864201,5.602,256221.858393279,5.6045,0.995262400207734,0.02152409
fragment,143.1,125,HMDB0000482,Caprylic acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,16771.0693772311,8.229,0.995256645971698,0.01911698
isobar,128,82,HMDB0000267,Pyroglutamic acid,HMDB0000716,L-Pipecolic acid,75851.9220448265,7.75,7153.39362792486,7.748,0.995142994682595,0.09430735
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0003070,Shikimic acid,269267.925351815,9.574,105126.333179658,9.574,0.995113407160863,0.3904154
fragment,163,119,HMDB0002035,4-Hydroxycinnamic acid,HMDB0012127,(R)-2-Benzylsuccinate,2701450.17128371,7.908,17212.6985391475,7.908,0.995073460673476,0.006371651
isotope,204,160,HMDB0000881,Xanthurenic acid,HMDB0000929,L-Tryptophan,1077472.65566191,7.462,8851.1310759158,7.46,0.995029116607394,0.008214715
fragment,145.1,101,HMDB0000422,2-Methylglutaric acid,HMDB0006344,Phenylacetylglutamine,11903959.3864201,5.602,57639.0340126205,5.602,0.994974218720583,0.004842005
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000232,Quinolinic acid,1214786.62243846,10.598,60306.0974484774,10.6,0.994929364635024,0.04964337
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000232,Quinolinic acid,1214786.62243846,10.598,59101.2355950541,10.6,0.994922498094323,0.04865154
fragment,114.1,44,HMDB0000562,Creatinine,HMDB0000064,Creatine,2958908.89084875,8.903,12239.0271908805,8.903,0.994919410192288,0.004136331
isobar,143.1,125,HMDB0000482,Caprylic acid,HMDB0001988,4-Hydroxycyclohexylcarboxylic acid,84151.0063915202,7.524,42518.1693290919,7.556,0.994882111596836,0.5052604
fragment,145.1,101,HMDB0000752,Methylglutaric acid,HMDB0006344,Phenylacetylglutamine,11903959.3864201,5.602,56574.9693521411,5.602,0.994877633784055,0.004752618
fragment,166.1,108,HMDB0001545,Pyridoxal,HMDB0000239,Pyridoxine,8116396.91251641,3.395,881341.615688254,3.425,0.994848877882568,0.1085878
isomer,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000262,Thymine,108106.822196958,3.203,3562.36032306498,3.203,0.99480309940414,0.03295222
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000239,Pyridoxine,8116396.91251641,3.395,47180.699861547,3.395,0.994801620413661,0.00581301
isotope,153,108,HMDB0000152,Gentisic acid,HMDB0001476,3-Hydroxyanthranilic acid,1003117.37113993,8.165,31710.1338344876,8.165,0.994764432214645,0.03161159
fragment,111,42,HMDB0000300,Uracil,HMDB0000226,Orotic acid,3182240.01484176,7.716,1255811.65824374,7.716,0.994754088318468,0.3946313
fragment,127.1,110,HMDB0000262,Thymine,HMDB0000679,Homocitrulline,345302.326537134,9.351,10796.5408804829,9.351,0.994722877831033,0.03126692
isobar,127.1,110,HMDB0000262,Thymine,HMDB0003192,5-Aminoimidazole-4-carboxamide,251185.663193528,5.666,1021070.08895325,5.637,0.99466593355553,4.065001
fragment,114,70,HMDB0254310,MALEAMIC ACID,HMDB0000168,L-Asparagine,163794.235607809,9.544,46215.6124092711,9.574,0.994654727189454,0.2821565
fragment,144.1,102,HMDB0003681,4-Acetamidobutanoic acid,HMDB0001138,N-Acetyl-L-glutamic acid,544893.864672338,10.12,284985.862575758,10.086,0.994596290781633,0.5230117
isotope,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0000446,N-alpha-Acetyl-L-lysine,3933153.20765243,9.223,32360.6886676589,9.223,0.994569083780531,0.008227671
fragment,147,103,HMDB0000567,Cinnamic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,6058.87442805229,12.552,0.994561613782633,0.0188796
isomer,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0001514,Glucosamine,345460.62779192,8.999,335471.134586071,8.999,0.994548727415558,0.9710836
fragment,128,82,HMDB0000267,Pyroglutamic acid,HMDB0011756,N-Acetylleucine,10290786.2347186,4.001,21617.5052483252,4.001,0.994493911264212,0.002100666
isobar,179,135,HMDB0001964,Caffeic acid,HMDB0003269,Nicotinuric acid,5379674.90242948,6.95,384501.088976231,6.948,0.994487941750659,0.07147292
isotope,147,103,HMDB0000567,Cinnamic acid,HMDB0002393,N-Methyl-D-aspartic acid,556131.269108391,9.287,18315.071932983,9.253,0.994405907263125,0.032933
fragment,118.1,91,HMDB0000738,Indole,HMDB0000303,Tryptamine,1880151.63209472,8.263,8777.77205572611,8.263,0.994252922375032,0.004668651
isomer,155,68,PBCM0000090301,"2,4-Dihydroxypyrimidine-5-carboxylic acid",HMDB0000226,Orotic acid,3182240.01484176,7.716,15120.9245811439,7.716,0.994136682692403,0.004751661
fragment,131,87,HMDB0000223,Oxalacetic acid,HMDB0031193,"1,2,3-Propanetricarboxylic acid",970677.179959814,12.232,172564.00973941,12.232,0.994122999528902,0.1777769
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000239,Pyridoxine,9778988.47069235,3.395,61710.6906118629,3.395,0.994119567457741,0.006310539
isotope,132.1,86,HMDB0000687,L-Leucine,HMDB0006024,Mevalonolactone,68677.840860524,2.05,227.163585556628,2.05,0.994036649843258,0.003307669
isotope,132.1,90,HMDB0000064,Creatine,HMDB0006024,Mevalonolactone,68677.840860524,2.05,353.390817930928,2.05,0.994036649843257,0.005145631
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0000152,Gentisic acid,2753234.63793453,5.987,1277045.64252002,6.019,0.993931983998168,0.4638347
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000929,L-Tryptophan,1077472.65566191,7.462,41382.1706537964,7.494,0.993926514187602,0.0384067
fragment,147.1,84,HMDB0000182,L-Lysine,HMDB0006344,Phenylacetylglutamine,11903959.3864201,5.602,267547.669132896,5.6045,0.993891187022927,0.02247552
fragment,115,71,HMDB0000176,Maleic acid,HMDB0000191,L-Aspartic acid,1059200.95737801,9.958,20092.943602166,9.958,0.993888107347076,0.01896991
fragment,175.1,70,HMDB0000517,L-Arginine,HMDB0004620,N-a-Acetyl-L-arginine,3048803.52037569,9.063,61388.3407756104,9.095,0.993855071146263,0.02013522
isomer,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0002466,3-Hydroxybenzoic acid,785280.886476412,7.14,117587.120969807,7.14,0.993779631260676,0.1497389
isobar,177.1,159,HMDB0002043,5-Phenylvaleric acid,HMDB0003466,L-Gulonolactone,395464.420301665,7.204,47337.9801777832,7.204,0.99377362138432,0.1197022
fragment,132,88,HMDB0000191,L-Aspartic acid,HMDB0000828,Ureidosuccinic acid,239251.376237523,11.209,703025.521031563,11.239,0.993701654814243,2.938439
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0000191,L-Aspartic acid,1059200.95737801,9.958,19240.6016433146,9.958,0.993623626903499,0.0181652
fragment,145,101,HMDB0000208,Oxoglutaric acid,HMDB0006344,Phenylacetylglutamine,11903959.3864201,5.602,47891.6858340173,5.602,0.993560980328315,0.004023173
isomer,131,87,HMDB0011733,Glycyl-glycine,HMDB0000168,L-Asparagine,163794.235607809,9.544,3197.54828669872,9.574,0.993534278044344,0.01952174
isomer,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0001895,Salicylic acid,26932197.5285781,3.169,22070462.5028348,3.1365,0.993513448599588,0.8194824
fragment,174.1,128,HMDB0000842,Quinaldic acid,HMDB0004095,5-Methoxytryptamine,2530139.4108002,7.942,35622.1253451188,7.942,0.99347134183141,0.01407912
isobar,145,101,HMDB0000208,Oxoglutaric acid,HMDB0000641,L-Glutamine,1339403.06696519,9.351,35789.1142864925,9.381,0.993332911813755,0.0267202
