interf_type,anchor_Q1,anchor_Q3,anchor_accession,anchor_name,interf_accession,interf_name,source_area,source_rt,interf_area,interf_rt,transition_similarity,transition_ratio
isobar,138.1,121,HMDB0015687,Salicylamide,HMDB0000306,Tyramine,248559.32261277,6.1255,142856.098348475,6.157,0.998133778430819,0.5747364
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000167,L-Threonine,17314.8821033733,5.9365,18610.0963135269,5.9365,0.998132161434578,1.074804
fragment,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0000194,Anserine,2809526.75377717,6.282,13047.9198008301,6.282,0.998125317107826,0.00464417
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0001138,N-Acetyl-L-glutamic acid,124459.515815366,5.466,9595.92044265764,5.466,0.998107373007509,0.07710074
isobar,189.1,130,HMDB0006029,N-Acetylglutamine,HMDB0000206,N6-Acetyl-L-lysine,1503996.462101,5.78,21982.591735694,5.78,0.998102253864331,0.01461612
isomer,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0002393,N-Methyl-D-aspartic acid,223034.226619121,5.529,17239.1518088063,5.529,0.998101863005982,0.07729375
fragment,173,93,HMDB0003070,Shikimic acid,HMDB0003072,Quinic acid,666028.289160298,5.495,7572.9296916828,5.495,0.998056550722977,0.01137028
fragment,118.1,91,HMDB0000738,Indole,HMDB0001065,2-Hydroxyphenethylamine,78542.8481197118,5.528,13867.8633758579,5.528,0.998055601873958,0.1765643
fragment,175.1,72,HMDB0028854,Glycylvaline,HMDB0004620,N-a-Acetyl-L-arginine,2650021.02003282,5.968,5204.06008624813,5.968,0.998025326425024,0.001963781
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0003431,L-Histidinol,2559614.84656352,8.418,102936.339220813,8.418,0.998007308951535,0.04021556
isomer,103,57,HMDB0000008,2-Hydroxybutyric acid,HMDB0000729,alpha-Hydroxyisobutyric acid,75108.4192563002,4.741,76326.926982833,4.741,0.998007105271224,1.016223
fragment,106,60,HMDB0000187,L(D)-Serine,HMDB0003011,O-Acetylserine,33209.8157788229,5.4975,26583.8059881637,5.529,0.99796006008821,0.8004804
fragment,175.1,72,HMDB0028854,Glycylvaline,HMDB0004620,N-a-Acetyl-L-arginine,2113734.42126081,5.968,3900.03215498514,5.968,0.997907681740092,0.001845091
isomer,173,85,HMDB0000072,cis-Aconitic acid,HMDB0000958,trans-Aconitic acid,4595.78650860834,5.558,4953.88421844374,5.558,0.997894510607543,1.077919
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0003431,L-Histidinol,2559614.84656352,8.418,101462.294255061,8.418,0.997894322318458,0.03963967
isotope,138.1,78,HMDB0029806,Methyl nicotinate,HMDB0000699,1-Methylnicotinamide,14388877.9218741,9.424,121385.10789145,9.424,0.99788048580615,0.008436037
fragment,177.1,160,HMDB0000259,Serotonin,HMDB0000472,5-Hydroxy-L-tryptophan,369749.459206915,5.591,740.555319192203,5.591,0.997758493334012,0.002002857
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0000904,Citrulline,165855.298641679,6.094,18785.9489280171,6.094,0.997696739472716,0.1132671
isotope,205.1,146,HMDB0000929,L-Tryptophan,HMDB0000201,L-Acetylcarnitine,16088520.5907415,5.654,215686.44374156,5.654,0.997642145323912,0.01340623
isotope,160,116,HMDB0003320,Indole-3-carboxylic acid,HMDB0000555,3-Methyladipic acid,77882.7765239303,5.401,6060.80844996772,5.37,0.997617638311496,0.07781962
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,16321.4529889148,5.621,0.99761058559897,0.19304
fragment,73,45,HMDB0000119,Glyoxylic acid,HMDB0000956,Tartaric acid,70113.6120385036,5.558,868.479672627882,5.558,0.997587632163196,0.01238675
fragment,131,87,HMDB0000223,Oxalacetic acid,HMDB0000956,Tartaric acid,70113.6120385036,5.558,769.195082407161,5.558,0.997587632163196,0.0109707
fragment,131,87,HMDB0000661,Glutaric acid,HMDB0000956,Tartaric acid,70113.6120385036,5.558,322.562872052604,5.5895,0.997585223648007,0.004600574
isobar,132.1,86,HMDB0000172,L-Isoleucine,HMDB0000725,4-Hydroxyproline,100177.237431864,5.905,300942.305843397,5.9365,0.997569586088276,3.004099
isomer,129,85,HMDB0002092,Itaconic acid,HMDB0000634,Citraconic acid,676476.820182967,3.422,303359.252901811,3.422,0.997552333622411,0.44844
fragment,150.1,104,HMDB0000696,L-Methionine,HMDB0000684,L-Kynurenine,212067.61274034,5.34,39058.267817024,5.34,0.997546108864721,0.1841784
isomer,115,71,HMDB0000134,Fumaric acid,HMDB0000176,Maleic acid,275128.140880412,3.3905,291812.827008252,3.359,0.997522426734479,1.060643
isomer,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0001514,Glucosamine,174357.771670558,6.157,166647.746393804,6.157,0.997478636726361,0.9557804
isotope,124,80,HMDB0000251,Taurine,HMDB0000873,4-Methylcatechol,88819.055340589,2.9505,5968.5234333996,2.919,0.997473447606711,0.06719868
fragment,155,111,HMDB0000226,Orotic acid,HMDB0000094,Citric acid,131172.752996624,5.5895,5134.1754523838,5.5895,0.997410478654001,0.03914056
isobar,133.1,70,HMDB0000214,Ornithine,HMDB0000168,L-Asparagine,34063.3657700646,6.031,2288.20820428715,6.031,0.997392475655371,0.06717505
isobar,147.1,84,HMDB0000182,L-Lysine,HMDB0000641,L-Glutamine,171028.170584201,6.031,210169.22988356,6.031,0.997389441854115,1.228857
isomer,159.1,115,HMDB0002441,"3,3-Dimethylglutaric acid",HMDB0000555,3-Methyladipic acid,77882.7765239303,5.401,76974.646048691,5.37,0.997336854687328,0.9883398
isobar,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000176,Maleic acid,275128.140880412,3.3905,305910.368631683,3.359,0.997315342461033,1.111883
isotope,191.1,174,HMDB0004095,5-Methoxytryptamine,HMDB0000679,Homocitrulline,74772.6674892254,6.031,33201.2659599307,6.031,0.997192834362689,0.4440294
isomer,193,59,HMDB0000127,D-Glucuronic acid,HMDB0002545,Galacturonic acid,65720.1751858863,5.684,71187.1983634462,5.684,0.997155720386435,1.083186
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000094,Citric acid,131172.752996624,5.5895,20006.6403450302,5.558,0.99714740033318106,0.1525213
isomer,141,97,HMDB0002432,Sumiki's acid,HMDB0002349,trans-trans-Muconic acid,9424.30612826301,5.432,27108.2343454826,5.432,0.997089838734183,2.876417
isobar,189.1,84,HMDB0000446,N-alpha-Acetyl-L-lysine,HMDB0000670,Homo-L-arginine,904488.360876907,9.989,2009976.38969805,9.989,0.997050551244788,2.222225
fragment,308.1,162,HMDB0000125,Glutathione,HMDB0000045,Adenosine monophosphate,4025220.2384775,5.56,7598.29519320416,5.529,0.997035089526702,0.001887672
isomer,159.1,97,HMDB0000857,Pimelic acid,HMDB0002441,"3,3-Dimethylglutaric acid",4023066.20190227,3.673,48649.2387570493,3.673,0.997022566552621,0.01209258
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0003011,O-Acetylserine,55834.3953751886,5.529,5931.75188210182,5.529,0.996962081118184,0.1062383
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0004826,p-Synephrine,166327.300375622,6.974,75094.5510076463,6.974,0.99692077993201,0.4514866
fragment,155,111,HMDB0000226,Orotic acid,HMDB0006028,N-Acetylasparagine,101831.592080403,5.37,3869.87220197925,5.37,0.996913786490709,0.03800267
isobar,132.1,86,HMDB0000687,L-Leucine,HMDB0000725,4-Hydroxyproline,100177.237431864,5.905,287913.783392217,5.9365,0.996903165666342,2.874044
isomer,137,93,HMDB0001895,Salicylic acid,HMDB0002466,3-Hydroxybenzoic acid,146881.989479062,4.553,18218.892432252,4.553,0.9968917645909,0.1240376
fragment,141,97,HMDB0002432,Sumiki's acid,HMDB0000211,myo-Inositol,65240.4594382686,6.249,347.593117099715,6.2175,0.996783388859327,0.005327877
fragment,125,79,HMDB0013674,"1,2,3-Trihydroxybenzene",HMDB0000211,myo-Inositol,65240.4594382686,6.249,471.7452247212,6.249,0.996779422407401,0.007230869
fragment,161,125,HMDB0004811,"2,4-Dichlorophenol",HMDB0000211,myo-Inositol,65240.4594382686,6.249,571.099207951083,6.249,0.9967794224074,0.008753758
fragment,308.1,162,HMDB0000125,Glutathione,HMDB0000045,Adenosine monophosphate,3744891.629353,5.56,8168.147645903,5.56,0.996719700932375,0.002181144
isobar,147.1,84,HMDB0000641,L-Glutamine,HMDB0000182,L-Lysine,268052.744780532,9.424,262302.723098789,9.424,0.996663638780619,0.9785489
fragment,155,111,HMDB0000226,Orotic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,50190.0797538545,5.621,0.996511693793906,0.5936171
isobar,120,74,HMDB0001147,Aminomalonic acid,HMDB0000167,L-Threonine,17314.8821033733,5.9365,34546.4003420358,5.9365,0.996429171368021,1.995185
fragment,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0014496,Thioguanine,1947401.69284998,4.963,5351.05632611617,4.963,0.996418133924728,0.002747793
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000303,Tryptamine,249875.234965137,5.277,21371.0359592564,5.277,0.996406220960446,0.08552683
fragment,69,42,HMDB0001525,Imidazole,HMDB0000630,Cytosine,786615.023942104,5.277,3850.81066573522,5.277,0.996388061869299,0.00489542
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000094,Citric acid,131172.752996624,5.5895,8647.31808091548,5.558,0.996287790772803,0.06592313
isotope,204.1,159,HMDB0013318,Tryptophanamide,HMDB0003334,Symmetric dimethylarginine,3830838.65285771,9.235,95804.0281965162,9.2665,0.996163272151647,0.02500863
fragment,75,45,HMDB0000115,Glycolic acid,HMDB0000943,Threonic acid,350191.064691758,5.495,6470.73446303322,5.495,0.996159545482878,0.01847773
isomer,155,68,PBCM0000090301,"2,4-Dihydroxypyrimidine-5-carboxylic acid",HMDB0000226,Orotic acid,304366.419582196,4.993,1679.24737757111,4.993,0.996152712501458,0.00551719
isotope,167,79,HMDB0000263,Phosphoenolpyruvic acid,HMDB0000232,Quinolinic acid,135186.535702633,5.558,4578.95421403116,5.558,0.996130165895783,0.03387138
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000201,L-Acetylcarnitine,16088520.5907415,5.654,390990.542017447,5.654,0.996123225643259,0.02430245
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0000446,N-alpha-Acetyl-L-lysine,1313075.08561955,6.031,7362.50272396606,6.031,0.996016739557261,0.005607069
isomer,163,119,HMDB0002035,4-Hydroxycinnamic acid,HMDB0000205,Phenylpyruvic acid,78696.4637290227,4.7095,17408.6818509689,4.7095,0.995856454066142,0.221213
isomer,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0002466,3-Hydroxybenzoic acid,146881.989479062,4.553,20160.6682963097,4.553,0.995849196355176,0.1372576
fragment,508,136,HMDB0000538,Adenosine triphosphate,HMDB0000217,"NADP",1525387.52970717,5.591,30484.1218112008,5.6225,0.995769873319804,0.01998451
isobar,149.1,105,HMDB0000764,Hydrocinnamic acid,HMDB0001587,Phenylglyoxylic acid,182180.595483563,3.1395,4551.09064120786,3.108,0.995636501772501,0.0249812
isobar,189.1,130,HMDB0006029,N-Acetylglutamine,HMDB0000670,Homo-L-arginine,904488.360876907,9.989,141782.344863265,9.9575,0.995628887251659,0.1567542
fragment,87,43,HMDB0000243,Pyruvic acid,HMDB0000094,Citric acid,131172.752996624,5.5895,2804.11620184678,5.558,0.995538388227642,0.02137728
fragment,104.1,87,HMDB0000112,gamma-Aminobutyric acid,HMDB0003464,4-Guanidinobutanoic acid,696107.853279472,6.031,38216.9614509414,6.031,0.995268951432079,0.05490092
fragment,154.1,91,HMDB0000073,Dopamine,HMDB0001885,3-Chlorotyrosine,226161.070940452,5.403,446.943968037878,5.403,0.995133422064694,0.00197622
isotope,190.1,127,HMDB0000679,Homocitrulline,HMDB0000206,N6-Acetyl-L-lysine,1503996.462101,5.78,14740.458473061,5.78,0.99512433602987,0.00980086
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000239,Pyridoxine,1503204.86898097,4.649,54586.4321654534,4.6805,0.995093604818594,0.03631337
fragment,142.1,81,HMDB0003431,L-Histidinol,HMDB0247418,8-Aminooctanoic acid,60778.0615683104,5.968,26455.6127042256,5.968,0.994979537053687,0.4352823
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000696,L-Methionine,120714.106785699,5.529,9894.0472643237,5.529,0.994829112471847,0.08196264
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0003334,Symmetric dimethylarginine,3830838.65285771,9.235,283136.330673986,9.2665,0.994823016094124,0.07390975
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000855,Nicotinamide riboside,4672960.70643731,9.361,130758.083252277,9.361,0.994778250817517,0.02798185
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0006029,N-Acetylglutamine,193676.295311008,5.277,32827.3627049125,5.277,0.994695696072924,0.169496
isotope,176.1,70,HMDB0000904,Citrulline,HMDB0000517,L-Arginine,1000284.16565118,9.6435,34547.4658316625,9.6435,0.994685498824307,0.03453765
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,41278.2381222295,5.621,0.994352527405502,0.4882134
fragment,428,136,HMDB0001341,ADP,HMDB0000902,"NAD",1558467.63256093,5.654,438737.589379322,5.654,0.994311896118193,0.2815186
isotope,177,129,HMDB0000150,Gluconolactone,HMDB0001015,N-Formyl-L-methionine,265126.630270145,4.678,22528.0897251487,4.678,0.994197012402962,0.08497106
isotope,139.1,121,HMDB0000301,Urocanic acid,HMDB0000875,Trigonelline,4102586.51787186,5.717,22604.9810666673,5.6855,0.994160856468099,0.005509934
fragment,147.1,84,HMDB0000641,L-Glutamine,HMDB0006029,N-Acetylglutamine,193676.295311008,5.277,28994.9604394365,5.277,0.994069798177987,0.1497084
isotope,190.1,84,HMDB0001138,N-Acetyl-L-glutamic acid,HMDB0000670,Homo-L-arginine,821986.574803976,9.989,38200.2113071997,9.989,0.994068196300074,0.04647304
isomer,117,73,HMDB0000254,Succinic acid,HMDB0000202,Methylmalonic acid,14271.1297415632,5.37,13742.1239562141,5.37,0.994057775197489,0.9629318
fragment,170,124,HMDB0002757,Cysteic acid,HMDB0004231,Panthenol,2391858.44066723,4.335,10059.5670875135,4.335,0.994037686985484,0.004205754
isotope,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0006029,N-Acetylglutamine,193676.295311008,5.277,2773.05446143706,5.277,0.993954497562532,0.01431799
isotope,190.1,84,HMDB0001138,N-Acetyl-L-glutamic acid,HMDB0000670,Homo-L-arginine,904488.360876907,9.989,45397.8329552299,9.989,0.993928793490048,0.05019173
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0029806,Methyl nicotinate,3203720.96034826,2.953,8756.22376697181,2.953,0.993910510448374,0.002733142
isotope,136,92,HMDB0001392,p-Aminobenzoic acid,HMDB0002340,2-Methylbenzoic acid,724981.433889751,3.987,19905.2363226319,3.987,0.993809510385544,0.0274562
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0011727,Bicine,1183489.1162079,5.591,18199.7875392995,5.591,0.993720067984713,0.01537808
fragment,147,103,HMDB0000567,Cinnamic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,3516.07188619745,5.621,0.993691544069935,0.04158592
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0003334,Symmetric dimethylarginine,3830838.65285771,9.235,186575.9803156,9.2665,0.993682315350977,0.04870369
isobar,125,108,HMDB0003192,5-Aminoimidazole-4-carboxamide,HMDB0013674,"1,2,3-Trihydroxybenzene",71689.3469734656,5.307,4309.30817766996,5.307,0.993558380738335,0.06011086
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0000214,Ornithine,54944.4901919436,8.733,64523.0408936337,8.733,0.993547941410051,1.174331
isobar,145.1,101,HMDB0000752,Methylglutaric acid,HMDB0000208,Oxoglutaric acid,27818.6470155416,5.432,7316.22890905376,5.432,0.993470911076573,0.2629973
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000670,Homo-L-arginine,904488.360876907,9.989,41774.2227587366,9.989,0.993399880388966,0.04618547
fragment,117,73,HMDB0000202,Methylmalonic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,41625.0337715507,5.621,0.993367995680198,0.4923151
fragment,163,119,HMDB0002035,4-Hydroxycinnamic acid,HMDB0000866,N-Acetyl-L-tyrosine,650077.565129627,4.741,26703.1967686552,4.741,0.993359281546856,0.04107694
fragment,151,108,HMDB0000292,Xanthine,HMDB0000291,Vanillylmandelic acid,400819.421215885,4.616,2178.67427021591,4.616,0.99324409115009,0.005435551
fragment,175.1,70,HMDB0000517,L-Arginine,HMDB0004620,N-a-Acetyl-L-arginine,2113734.42126081,5.968,155196.236527065,5.968,0.993161390512376,0.07342277
fragment,103,57,HMDB0000729,alpha-Hydroxyisobutyric acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,3674.84321543269,5.621,0.993156166259648,0.04346376
isotope,190.1,130,HMDB0029738,Indole-3-methyl acetate,HMDB0006029,N-Acetylglutamine,193676.295311008,5.277,4587.9978508092,5.277,0.993118932817077,0.023689
isobar,145.1,101,HMDB0000422,2-Methylglutaric acid,HMDB0000208,Oxoglutaric acid,27818.6470155416,5.432,7827.93890275969,5.432,0.99309388893362,0.2813918
fragment,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0000982,5-Methylcytidine,2198803.2904965,5.277,1447287.21839677,5.277,0.993087078283827,0.6582159
fragment,118.1,91,HMDB0000738,Indole,HMDB0000684,L-Kynurenine,212067.61274034,5.34,173041.480659917,5.34,0.993014170530278,0.8159732
fragment,173,85,HMDB0000072,cis-Aconitic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,17457.3881879719,5.621,0.992940994860642,0.2064752
fragment,175.1,70,HMDB0000517,L-Arginine,HMDB0004620,N-a-Acetyl-L-arginine,2650021.02003282,5.968,180686.609571972,5.968,0.992795765587615,0.06818309
isobar,180.1,162,HMDB0001514,Glucosamine,HMDB0000714,Hippuric acid,341403.351298958,4.586,11319.8525006678,4.586,0.992620645058641,0.03315683
isobar,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0000679,Homocitrulline,74772.6674892254,6.031,2044.45868738962,6.031,0.992613000547866,0.02734233
fragment,118.1,91,HMDB0000738,Indole,HMDB0004825,p-Octopamine,2166359.62016608,6.911,67493.6249918707,6.911,0.992593550153195,0.03115532
isobar,149.1,105,HMDB0011743,2-Phenylpropionate,HMDB0001587,Phenylglyoxylic acid,182180.595483563,3.1395,3019.48733913973,3.108,0.992546528796668,0.01657414
fragment,164.1,118,HMDB0011727,Bicine,HMDB0000684,L-Kynurenine,212067.61274034,5.34,3147.02026306389,5.3715,0.992538570602565,0.0148397
fragment,135,91,HMDB0002340,2-Methylbenzoic acid,HMDB0002209,Equol,1316457.80475946,2.794,59531.4551602578,2.794,0.992520328122384,0.04522094
fragment,335.1,123,HMDB0000229,Nicotinamide ribotide,HMDB0000902,"NAD",1558467.63256093,5.654,7831.79961982826,5.654,0.992489465925343,0.005025321
isomer,148.1,88,HMDB0002393,N-Methyl-D-aspartic acid,HMDB0003011,O-Acetylserine,33209.8157788229,5.4975,13014.6883035982,5.529,0.992464199433518,0.3918928
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000239,Pyridoxine,1561049.23919943,4.649,66128.1943451415,4.649,0.992348902917693,0.04236138
isomer,90.1,44,HMDB0000161,L(D)-Alanine,HMDB0000271,Sarcosine,29324.3779863273,5.905,23867.9022941476,5.905,0.992267178679372,0.813927
fragment,173,85,HMDB0000958,trans-Aconitic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,12891.4376987977,5.621,0.992265799158018,0.1524719
fragment,189.1,84,HMDB0000206,N6-Acetyl-L-lysine,HMDB0004231,Panthenol,2391858.44066723,4.335,2868.61281547026,4.3035,0.991947217534887,0.001199324
fragment,124,78,HMDB0002243,Picolinic acid,HMDB0000855,Nicotinamide riboside,4672960.70643731,9.361,19271.4070577272,9.361,0.991675503397363,0.004124025
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000855,Nicotinamide riboside,4672960.70643731,9.361,7226401.23894603,9.361,0.991540112911473,1.546429
isotope,190.1,84,HMDB0001138,N-Acetyl-L-glutamic acid,HMDB0006029,N-Acetylglutamine,193676.295311008,5.277,7167.57428876072,5.277,0.991273024300369,0.03700801
isobar,173,85,HMDB0000072,cis-Aconitic acid,HMDB0003357,N2-Acetylornithine,366103.130077051,5.998,2900.79516343532,5.998,0.991189195365203,0.007923437
isobar,189.1,130,HMDB0006029,N-Acetylglutamine,HMDB0000670,Homo-L-arginine,821986.574803976,9.989,126148.687898951,9.989,0.991057439900974,0.1534681
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0003011,O-Acetylserine,33209.8157788229,5.4975,5555.56991091226,5.529,0.991031439589013,0.167287
fragment,161.1,144,HMDB0000303,Tryptamine,HMDB0000259,Serotonin,582057.221576236,7.162,25852.3420957183,7.162,0.99101559271847794,0.04441546
fragment,160,116,HMDB0003320,Indole-3-carboxylic acid,HMDB0000881,Xanthurenic acid,809625.603300974,4.678,398473.534734317,4.678,0.990988085084793,0.4921701
fragment,145.1,86,HMDB0002284,N-Acetylcadaverine,HMDB0000670,Homo-L-arginine,904488.360876907,9.989,10802.6167766607,9.989,0.990853426998695,0.01194335
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0000182,L-Lysine,268052.744780532,9.424,6169.23950415338,9.424,0.99081500671243,0.02301502
fragment,147.1,84,HMDB0000641,L-Glutamine,HMDB0000679,Homocitrulline,74772.6674892254,6.031,28033.243832858,6.031,0.990793998043331,0.374913
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000855,Nicotinamide riboside,4672960.70643731,9.361,128461.795713711,9.361,0.990771504687325,0.02749045
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000259,Serotonin,608865.188147784,7.099,45157.1205201788,7.099,0.990744748058594,0.07416604
fragment,147.1,84,HMDB0000182,L-Lysine,HMDB0000679,Homocitrulline,74772.6674892254,6.031,29469.4457686866,6.031,0.990682078998357,0.3941206
isobar,189.1,84,HMDB0000446,N-alpha-Acetyl-L-lysine,HMDB0000670,Homo-L-arginine,821986.574803976,9.989,1721387.93768851,9.989,0.990651850948922,2.09418
isotope,190,144,HMDB0000715,Kynurenic acid,HMDB0000670,Homo-L-arginine,821986.574803976,9.989,12540.9788170501,9.989,0.990424043236591,0.01525691
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000072,cis-Aconitic acid,211013.553494087,5.558,92820.0865976115,5.558,0.990269601350148,0.4398774
fragment,153,79,HMDB0012209,Diethylphosphate,HMDB0001451,(R)-Lipoic acid,272500.80477902,4.05,447.100277887469,4.05,0.990262001780928,0.00164073
fragment,118.1,91,HMDB0000738,Indole,HMDB0000158,L-Tyrosine,737520.994815506,5.529,19001.6319316106,5.529,0.990185834190567,0.02576419
fragment,103,57,HMDB0000729,alpha-Hydroxyisobutyric acid,HMDB0000094,Citric acid,131172.752996624,5.5895,446.561558224016,5.621,0.99013561563352,0.003404377
fragment,131,87,HMDB0001844,Methylsuccinic acid,HMDB0000094,Citric acid,131172.752996624,5.5895,272.920983762657,5.558,0.990132298890569,0.002080623
fragment,103,57,HMDB0000008,2-Hydroxybutyric acid,HMDB0000094,Citric acid,131172.752996624,5.5895,521.058033084909,5.558,0.990132298890568,0.003972304
isobar,138.1,121,HMDB0000306,Tyramine,HMDB0015687,Salicylamide,2061112.43356752,2.9845,1112180.73801979,2.9845,0.990106463917269,0.5396022
fragment,160,116,HMDB0002285,2-Indolecarboxylic acid,HMDB0000881,Xanthurenic acid,809625.603300974,4.678,689126.747716065,4.678,0.99006592048802,0.8511672
isotope,132,88,HMDB0000191,L-Aspartic acid,HMDB0001844,Methylsuccinic acid,116795.591447069,5.37,11926.4469118708,5.401,0.989714624567288,0.1021138
isotope,192.1,74,HMDB0000821,Phenylacetylglycine,HMDB0000193,Isocitric acid,84549.5845071004,5.621,3080.25655944579,5.621,0.989664428446817,0.03643136
fragment,125,79,HMDB0013674,"1,2,3-Trihydroxybenzene",HMDB0012209,Diethylphosphate,1441355.20497015,4.553,745874.26534528,4.553,0.98962583584819,0.5174812
isomer,149.1,105,HMDB0000764,Hydrocinnamic acid,HMDB0011743,2-Phenylpropionate,4773.39351594839,4.05,3942.4204470977,3.987,0.989325626405361,0.8259157
isomer,159.1,115,HMDB0002441,"3,3-Dimethylglutaric acid",HMDB0000857,Pimelic acid,86344.3435378264,5.401,31509.8972845224,5.37,0.989194577227615,0.364933
fragment,151,107,HMDB0000669,ortho-Hydroxyphenylacetic acid,HMDB0001476,3-Hydroxyanthranilic acid,291983.556769101,4.616,7201.53390763901,4.616,0.989123218901607,0.02466418
fragment,118.1,91,HMDB0000738,Indole,HMDB0000303,Tryptamine,249875.234965137,5.277,10930.2505591134,5.3085,0.989085265178509,0.04374283
fragment,112.1,95,HMDB0000630,Cytosine,HMDB0000177,L-Histidine,1145738.50969701,6.157,9822.30667889369,6.1255,0.989060898953447,0.008572904
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000982,5-Methylcytidine,2198803.2904965,5.277,3168.46678689394,5.277,0.989021356301614,0.001440996
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000072,cis-Aconitic acid,211013.553494087,5.558,241998.214134761,5.558,0.988786843427903,1.146837
isobar,173.1,131,HMDB0003357,N2-Acetylornithine,HMDB0000517,L-Arginine,1000284.16565118,9.6435,128780.046320612,9.642,0.988738849276232,0.1287435
fragment,137,93,HMDB0001895,Salicylic acid,HMDB0003070,Shikimic acid,61939.6841367679,5.495,27124.2246091921,5.495,0.988687958092642,0.4379135
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000239,Pyridoxine,1503204.86898097,4.649,54724.1679223914,4.6805,0.98861137277806,0.036405
isobar,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0000714,Hippuric acid,341403.351298958,4.586,12401.3305989886,4.586,0.988542721111913,0.03632457
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0029806,Methyl nicotinate,3203720.96034826,2.953,8843.17108602518,2.953,0.9885234603465,0.002760281
fragment,164.1,120,HMDB0000473,6-Dimethylaminopurine,HMDB0000684,L-Kynurenine,212067.61274034,5.34,2110.52997892754,5.34,0.98851184226423106,0.009952156
fragment,150.1,123,HMDB0011600,3-Methyladenine,HMDB0004044,N6-Methyladenosine,6523931.60816739,4.775,434777.8443505,4.775,0.988352690767461,0.06664353
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000679,Homocitrulline,74772.6674892254,6.031,10231.5407759783,6.031,0.988263557258966,0.1368353
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0003070,Shikimic acid,61939.6841367679,5.495,29306.1383142773,5.495,0.988180322345072,0.4731399
isobar,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000134,Fumaric acid,8385.17556251648,5.4635,7164.75895702982,5.432,0.988175046823376,0.8544554
fragment,145,101,HMDB0000208,Oxoglutaric acid,HMDB0006344,Phenylacetylglutamine,1756627.49770013,4.678,46075.8200099486,4.678,0.988147555495739,0.0262297
